PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28242686","Previously unknown class of metalorganic compounds revealed in meteorites","Ruf A, Kanawati B, Hertkorn N, Yin QZ, Moritz F, Harir M, Lucio M, Michalke B, Wimpenny J, Shilobreeva S, Bronsky B, Saraykin V, Gabelica Z, Gougeon RD, Quirico E, Ralew S, Jakubowski T, Haack H, Gonsior M, Jenniskens P, Hinman NW, Schmitt-Kopplin P.","Proc Natl Acad Sci U S A. 2017 Mar 14;114(11):2819-2824. doi: 10.1073/pnas.1616019114. Epub 2017 Feb 27.","Ruf A","Proc Natl Acad Sci U S A","2017","2017/03/01","PMC5358384","","10.1073/pnas.1616019114"
"27498149","A Raf kinase inhibitor demonstrates antiviral activities both in vitro and in vivo against different genotypes of virulent Newcastle disease virus","Yin R, Liu X, Zhang P, Chen Y, Xie G, Ai L, Xue C, Qian J, Bi Y, Chen J, Sun Y, Stoeger T, Ding Z.","Antiviral Res. 2016 Sep;133:140-4. doi: 10.1016/j.antiviral.2016.08.003. Epub 2016 Aug 4.","Yin R","Antiviral Res","2016","2016/08/08","","","10.1016/j.antiviral.2016.08.003"
"31548056","Metabolomics meets machine learning: Longitudinal metabolite profiling in serum of normal versus overconditioned cows and pathway analysis","Ghaffari MH, Jahanbekam A, Sadri H, Schuh K, Dusel G, Prehn C, Adamski J, Koch C, Sauerwein H.","J Dairy Sci. 2019 Dec;102(12):11561-11585. doi: 10.3168/jds.2019-17114. Epub 2019 Sep 20.","Ghaffari MH","J Dairy Sci","2019","2019/09/25","","","10.3168/jds.2019-17114"
"31409598","Islet Autoantibody Standardization Program 2018 Workshop: Interlaboratory Comparison of Glutamic Acid Decarboxylase Autoantibody Assay Performance","Lampasona V, Pittman DL, Williams AJ, Achenbach P, Schlosser M, Akolkar B, Winter WE; Participating Laboratories.","Clin Chem. 2019 Sep;65(9):1141-1152. doi: 10.1373/clinchem.2019.304196. Epub 2019 Aug 13.","Lampasona V","Clin Chem","2019","2019/08/15","","","10.1373/clinchem.2019.304196"
"29890427","Multiple pathways link urban green- and bluespace to mental health in young adults","Dzhambov AM, Markevych I, Hartig T, Tilov B, Arabadzhiev Z, Stoyanov D, Gatseva P, Dimitrova DD.","Environ Res. 2018 Oct;166:223-233. doi: 10.1016/j.envres.2018.06.004. Epub 2018 Jun 8.","Dzhambov AM","Environ Res","2018","2018/06/12","","","10.1016/j.envres.2018.06.004"
"28441411","Comparative transcriptome and proteome analysis reveals a global impact of the nitrogen regulators AreA and AreB on secondary metabolism in Fusarium fujikuroi","Pfannmüller A, Leufken J, Studt L, Michielse CB, Sieber CMK, Güldener U, Hawat S, Hippler M, Fufezan C, Tudzynski B.","PLoS One. 2017 Apr 25;12(4):e0176194. doi: 10.1371/journal.pone.0176194. eCollection 2017.","Pfannmüller A","PLoS One","2017","2017/04/26","PMC5404775","","10.1371/journal.pone.0176194"
"28281453","IgA antibodies to myeloperoxidase in patients with eosinophilic granulomatosis with polyangiitis (Churg-Strauss)","Oommen E, Hummel A, Allmannsberger L, Cuthbertson D, Carette S, Pagnoux C, Hoffman GS, Jenne DE, Khalidi NA, Koening CL, Langford CA, McAlear CA, Moreland L, Seo P, Sreih A, Ytterberg SR, Merkel PA, Specks U, Monach PA; Vasculitis Clinical Research Consortium.","Clin Exp Rheumatol. 2017 Mar-Apr;35 Suppl 103(1):98-101. Epub 2017 Mar 1.","Oommen E","Clin Exp Rheumatol","2017","2017/03/11","PMC5514423","NIHMS877138",""
"26530187","Differential expression analysis of human endogenous retroviruses based on ENCODE RNA-seq data","Haase K, Mösch A, Frishman D.","BMC Med Genomics. 2015 Nov 3;8:71. doi: 10.1186/s12920-015-0146-5.","Haase K","BMC Med Genomics","2015","2015/11/05","PMC4632268","","10.1186/s12920-015-0146-5"
"29641533","Handgrip strength is associated with improved spirometry in adolescents","Smith MP, Standl M, Berdel D, von Berg A, Bauer CP, Schikowski T, Koletzko S, Lehmann I, Krämer U, Heinrich J, Schulz H.","PLoS One. 2018 Apr 11;13(4):e0194560. doi: 10.1371/journal.pone.0194560. eCollection 2018.","Smith MP","PLoS One","2018","2018/04/12","PMC5894972","","10.1371/journal.pone.0194560"
"27346350","5-Hydroxymethylcytosine Remodeling Precedes Lineage Specification during Differentiation of Human CD4(+) T Cells","Nestor CE, Lentini A, Hägg Nilsson C, Gawel DR, Gustafsson M, Mattson L, Wang H, Rundquist O, Meehan RR, Klocke B, Seifert M, Hauck SM, Laumen H, Zhang H, Benson M.","Cell Rep. 2016 Jul 12;16(2):559-570. doi: 10.1016/j.celrep.2016.05.091. Epub 2016 Jun 23.","Nestor CE","Cell Rep","2016","2016/06/28","PMC5868728","EMS76499","10.1016/j.celrep.2016.05.091"
"29328369","PITX2 DNA-methylation predicts response to anthracycline-based adjuvant chemotherapy in triple-negative breast cancer patients","Absmaier M, Napieralski R, Schuster T, Aubele M, Walch A, Magdolen V, Dorn J, Gross E, Harbeck N, Noske A, Kiechle M, Schmitt M.","Int J Oncol. 2018 Mar;52(3):755-767. doi: 10.3892/ijo.2018.4241. Epub 2018 Jan 8.","Absmaier M","Int J Oncol","2018","2018/01/13","PMC5807037","","10.3892/ijo.2018.4241"
"31434329","Periodontal Health and Use of Oral Health Services: A Comparison of Germans and Two Migrant Groups","Hagenfeld D, Zimmermann H, Korb K, El-Sayed N, Fricke J, Greiser KH, Kühnisch J, Linseisen J, Meisinger C, Schmitter M, Kim TS, Becher H.","Int J Environ Res Public Health. 2019 Aug 20;16(16):3000. doi: 10.3390/ijerph16163000.","Hagenfeld D","Int J Environ Res Public Health","2019","2019/08/23","PMC6720619","","10.3390/ijerph16163000"
"29950522","Targeting TRAF6 E3 ligase activity with a small-molecule inhibitor combats autoimmunity","Brenke JK, Popowicz GM, Schorpp K, Rothenaigner I, Roesner M, Meininger I, Kalinski C, Ringelstetter L, R'kyek O, Jürjens G, Vincendeau M, Plettenburg O, Sattler M, Krappmann D, Hadian K.","J Biol Chem. 2018 Aug 24;293(34):13191-13203. doi: 10.1074/jbc.RA118.002649. Epub 2018 Jun 27.","Brenke JK","J Biol Chem","2018","2018/06/29","PMC6109917","","10.1074/jbc.RA118.002649"
"31324009","Changes in Nutritional Status and Musculoskeletal Health in a Geriatric Post-Fall Care Plan Setting","Conzade R, Phu S, Vogrin S, Bani Hassan E, Sepúlveda-Loyola W, Thorand B, Duque G.","Nutrients. 2019 Jul 9;11(7):1551. doi: 10.3390/nu11071551.","Conzade R","Nutrients","2019","2019/07/21","PMC6682897","","10.3390/nu11071551"
"29095982","Dose-Dependent Effects of Intranasal Insulin on Resting-State Brain Activity","Kullmann S, Veit R, Peter A, Pohmann R, Scheffler K, Häring HU, Fritsche A, Preissl H, Heni M.","J Clin Endocrinol Metab. 2018 Jan 1;103(1):253-262. doi: 10.1210/jc.2017-01976.","Kullmann S","J Clin Endocrinol Metab","2018","2017/11/03","","","10.1210/jc.2017-01976"
"27103650","Assessment of the Absorbed Dose in the Kidney of Nuclear Nephrology Paediatric Patients using ICRP Biokinetic Data and Monte Carlo Simulations with Mass-Scaled Paediatric Voxel Phantoms","Teles P, Mendes M, Zankl M, de Sousa V, Santos AI, Vaz P.","Radiat Prot Dosimetry. 2017 Apr 20;174(1):121-135. doi: 10.1093/rpd/ncw096.","Teles P","Radiat Prot Dosimetry","2017","2016/04/23","","","10.1093/rpd/ncw096"
"28743432","High levels of eukaryotic Initiation Factor 6 (eIF6) are required for immune system homeostasis and for steering the glycolytic flux of TCR-stimulated CD4(+) T cells in both mice and humans","Manfrini N, Ricciardi S, Miluzio A, Fedeli M, Scagliola A, Gallo S, Brina D, Adler T, Busch DH, Gailus-Durner V, Fuchs H, Hrabě de Angelis M, Biffo S.","Dev Comp Immunol. 2017 Dec;77:69-76. doi: 10.1016/j.dci.2017.07.022. Epub 2017 Jul 22.","Manfrini N","Dev Comp Immunol","2017","2017/07/27","","","10.1016/j.dci.2017.07.022"
"31343438","The role of component-resolved diagnosis in Hymenoptera venom allergy","Bilò MB, Ollert M, Blank S.","Curr Opin Allergy Clin Immunol. 2019 Dec;19(6):614-622. doi: 10.1097/ACI.0000000000000574.","Bilò MB","Curr Opin Allergy Clin Immunol","2019","2019/07/26","","","10.1097/ACI.0000000000000574"
"28248965","Pancreas lineage allocation and specification are regulated by sphingosine-1-phosphate signalling","Serafimidis I, Rodriguez-Aznar E, Lesche M, Yoshioka K, Takuwa Y, Dahl A, Pan D, Gavalas A.","PLoS Biol. 2017 Mar 1;15(3):e2000949. doi: 10.1371/journal.pbio.2000949. eCollection 2017 Mar.","Serafimidis I","PLoS Biol","2017","2017/03/02","PMC5331964","","10.1371/journal.pbio.2000949"
"29116547","The BPD trio? Interaction of dysregulated PDGF, VEGF, and TGF signaling in neonatal chronic lung disease","Oak P, Hilgendorff A.","Mol Cell Pediatr. 2017 Nov 7;4(1):11. doi: 10.1186/s40348-017-0076-8.","Oak P","Mol Cell Pediatr","2017","2017/11/09","PMC5676585","","10.1186/s40348-017-0076-8"
"26887050","MicroRNA-138 promotes acquired alkylator resistance in glioblastoma by targeting the Bcl-2-interacting mediator BIM","Stojcheva N, Schechtmann G, Sass S, Roth P, Florea AM, Stefanski A, Stühler K, Wolter M, Müller NS, Theis FJ, Weller M, Reifenberger G, Happold C.","Oncotarget. 2016 Mar 15;7(11):12937-50. doi: 10.18632/oncotarget.7346.","Stojcheva N","Oncotarget","2016","2016/02/18","PMC4914333","","10.18632/oncotarget.7346"
"31762188","Aβ43-producing PS1 FAD mutants cause altered substrate interactions and respond to γ-secretase modulation","Trambauer J, Rodríguez Sarmiento RM, Fukumori A, Feederle R, Baumann K, Steiner H.","EMBO Rep. 2020 Jan 7;21(1):e47996. doi: 10.15252/embr.201947996. Epub 2019 Nov 25.","Trambauer J","EMBO Rep","2020","2019/11/26","PMC6945062","","10.15252/embr.201947996"
"30683048","Parametric and non-parametric gradient matching for network inference: a comparison","Dony L, He F, Stumpf MPH.","BMC Bioinformatics. 2019 Jan 25;20(1):52. doi: 10.1186/s12859-018-2590-7.","Dony L","BMC Bioinformatics","2019","2019/01/27","PMC6346534","","10.1186/s12859-018-2590-7"
"26331922","The in situ gas-phase formation of a C-glycoside ion obtained during electrospray ionization tandem mass spectrometry. A unique intramolecular mechanism involving an ion-molecule reaction","Banoub JH, Demian WL, Piazzetta P, Sarkis G, Kanawati B, Lafont D, Laurent N, Vaillant C, Randell E, Giorgi G, Fridgen TD.","Rapid Commun Mass Spectrom. 2015 Oct 15;29(19):1717-32. doi: 10.1002/rcm.7269.","Banoub JH","Rapid Commun Mass Spectrom","2015","2015/09/03","","","10.1002/rcm.7269"
"27934272","Correction to Size-resolved Identification, Characterization and Quantification of Primary Biological Organic Aerosol at a European Rural Site","Bozzetti C, Daellenbach KR, Hueglin C, Fermo P, Sciare J, Kasper-Giebl A, Mazar Y, Abbaszade G, Kazzi ME, Gonzalez R, Shuster-Meiseles T, Flasch M, Wolf R, Křepelová A, Canonaco F, Schnelle-Kreis J, Slowik JG, Zimmermann R, Rudich Y, Baltensperger U, Haddad IE, Prévôt AS.","Environ Sci Technol. 2016 Dec 6;50(23):13177-13178. doi: 10.1021/acs.est.6b05500. Epub 2016 Nov 28.","Bozzetti C","Environ Sci Technol","2016","2016/12/10","","","10.1021/acs.est.6b05500"
"26689660","Upgrading coagulation with hollow-fibre nanofiltration for improved organic matter removal during surface water treatment","Köhler SJ, Lavonen E, Keucken A, Schmitt-Kopplin P, Spanjer T, Persson K.","Water Res. 2016 Feb 1;89:232-40. doi: 10.1016/j.watres.2015.11.048. Epub 2015 Nov 27.","Köhler SJ","Water Res","2016","2015/12/23","","","10.1016/j.watres.2015.11.048"
"25966284","Comparative hazard identification by a single dose lung exposure of zinc oxide and silver nanomaterials in mice","Gosens I, Kermanizadeh A, Jacobsen NR, Lenz AG, Bokkers B, de Jong WH, Krystek P, Tran L, Stone V, Wallin H, Stoeger T, Cassee FR.","PLoS One. 2015 May 12;10(5):e0126934. doi: 10.1371/journal.pone.0126934. eCollection 2015.","Gosens I","PLoS One","2015","2015/05/13","PMC4429007","","10.1371/journal.pone.0126934"
"29716987","Click Chemistry-mediated Biotinylation Reveals a Function for the Protease BACE1 in Modulating the Neuronal Surface Glycoproteome","Herber J, Njavro J, Feederle R, Schepers U, Müller UC, Bräse S, Müller SA, Lichtenthaler SF.","Mol Cell Proteomics. 2018 Aug;17(8):1487-1501. doi: 10.1074/mcp.RA118.000608. Epub 2018 May 1.","Herber J","Mol Cell Proteomics","2018","2018/05/03","PMC6072545","","10.1074/mcp.RA118.000608"
"27406814","Non-targeted metabolomics combined with genetic analyses identifies bile acid synthesis and phospholipid metabolism as being associated with incident type 2 diabetes","Fall T, Salihovic S, Brandmaier S, Nowak C, Ganna A, Gustafsson S, Broeckling CD, Prenni JE, Kastenmüller G, Peters A, Magnusson PK, Wang-Sattler R, Giedraitis V, Berne C, Gieger C, Pedersen NL, Ingelsson E, Lind L.","Diabetologia. 2016 Oct;59(10):2114-24. doi: 10.1007/s00125-016-4041-1. Epub 2016 Jul 12.","Fall T","Diabetologia","2016","2016/07/14","PMC5451119","NIHMS859778","10.1007/s00125-016-4041-1"
"28265093","Common coding variant in SERPINA1 increases the risk for large artery stroke","Malik R, Dau T, Gonik M, Sivakumar A, Deredge DJ, Edeleva EV, Götzfried J, van der Laan SW, Pasterkamp G, Beaufort N, Seixas S, Bevan S, Lincz LF, Holliday EG, Burgess AI, Rannikmäe K, Minnerup J, Kriebel J, Waldenberger M, Müller-Nurasyid M, Lichtner P, Saleheen D; International Stroke Genetics Consortium, Rothwell PM, Levi C, Attia J, Sudlow CL, Braun D, Markus HS, Wintrode PL, Berger K, Jenne DE, Dichgans M.","Proc Natl Acad Sci U S A. 2017 Apr 4;114(14):3613-3618. doi: 10.1073/pnas.1616301114. Epub 2017 Mar 6.","Malik R","Proc Natl Acad Sci U S A","2017","2017/03/08","PMC5389268","","10.1073/pnas.1616301114"
"28663258","Ly6C(high) Monocytes Oscillate in the Heart During Homeostasis and After Myocardial Infarction-Brief Report","Schloss MJ, Hilby M, Nitz K, Guillamat Prats R, Ferraro B, Leoni G, Soehnlein O, Kessler T, He W, Luckow B, Horckmans M, Weber C, Duchene J, Steffens S.","Arterioscler Thromb Vasc Biol. 2017 Sep;37(9):1640-1645. doi: 10.1161/ATVBAHA.117.309259. Epub 2017 Jun 29.","Schloss MJ","Arterioscler Thromb Vasc Biol","2017","2017/07/01","","","10.1161/ATVBAHA.117.309259"
"25912513","Monophyletic group of unclassified γ-Proteobacteria dominates in mixed culture biofilm of high-performing oxygen reducing biocathode","Rothballer M, Picot M, Sieper T, Arends JB, Schmid M, Hartmann A, Boon N, Buisman CJ, Barrière F, Strik DP.","Bioelectrochemistry. 2015 Dec;106(Pt A):167-76. doi: 10.1016/j.bioelechem.2015.04.004. Epub 2015 Apr 8.","Rothballer M","Bioelectrochemistry","2015","2015/04/28","","","10.1016/j.bioelechem.2015.04.004"
"27230644","Heart Failure Considerations of Antihyperglycemic Medications for Type 2 Diabetes","Standl E, Schnell O, McGuire DK.","Circ Res. 2016 May 27;118(11):1830-43. doi: 10.1161/CIRCRESAHA.116.306924.","Standl E","Circ Res","2016","2016/05/28","","","10.1161/CIRCRESAHA.116.306924"
"29615473","PKA-RII subunit phosphorylation precedes activation by cAMP and regulates activity termination","Isensee J, Kaufholz M, Knape MJ, Hasenauer J, Hammerich H, Gonczarowska-Jorge H, Zahedi RP, Schwede F, Herberg FW, Hucho T.","J Cell Biol. 2018 Jun 4;217(6):2167-2184. doi: 10.1083/jcb.201708053. Epub 2018 Apr 3.","Isensee J","J Cell Biol","2018","2018/04/05","PMC5987717","","10.1083/jcb.201708053"
"31354424","Functional Connectivity Within the Gustatory Network Is Altered by Fat Content and Oral Fat Sensitivity - A Pilot Study","Frank-Podlech S, Heinze JM, Machann J, Scheffler K, Camps G, Fritsche A, Rosenberger M, Hinrichs J, Veit R, Preissl H.","Front Neurosci. 2019 Jul 10;13:725. doi: 10.3389/fnins.2019.00725. eCollection 2019.","Frank-Podlech S","Front Neurosci","2019","2019/07/30","PMC6636204","","10.3389/fnins.2019.00725"
"30572124","On the origin of proteins in human drusen: The meet, greet and stick hypothesis","Bergen AA, Arya S, Koster C, Pilgrim MG, Wiatrek-Moumoulidis D, van der Spek PJ, Hauck SM, Boon CJF, Emri E, Stewart AJ, Lengyel I.","Prog Retin Eye Res. 2019 May;70:55-84. doi: 10.1016/j.preteyeres.2018.12.003. Epub 2018 Dec 17.","Bergen AA","Prog Retin Eye Res","2019","2018/12/21","","","10.1016/j.preteyeres.2018.12.003"
"28732046","Qualitative differences in cellular immunogenicity elicited by hepatitis C virus T-Cell vaccines employing prime-boost regimens","Tan WG, Zubkova I, Kachko A, Wells F, Adler H, Sutter G, Major ME.","PLoS One. 2017 Jul 21;12(7):e0181578. doi: 10.1371/journal.pone.0181578. eCollection 2017.","Tan WG","PLoS One","2017","2017/07/22","PMC5521799","","10.1371/journal.pone.0181578"
"26574544","Proteolytic Processing of Neuregulin 1 Type III by Three Intramembrane-cleaving Proteases","Fleck D, Voss M, Brankatschk B, Giudici C, Hampel H, Schwenk B, Edbauer D, Fukumori A, Steiner H, Kremmer E, Haug-Kröper M, Rossner MJ, Fluhrer R, Willem M, Haass C.","J Biol Chem. 2016 Jan 1;291(1):318-33. doi: 10.1074/jbc.M115.697995. Epub 2015 Nov 16.","Fleck D","J Biol Chem","2016","2015/11/18","PMC4697167","","10.1074/jbc.M115.697995"
"26883634","RUNX super-enhancer control through the Notch pathway by Epstein-Barr virus transcription factors regulates B cell growth","Gunnell A, Webb HM, Wood CD, McClellan MJ, Wichaidit B, Kempkes B, Jenner RG, Osborne C, Farrell PJ, West MJ.","Nucleic Acids Res. 2016 Jun 2;44(10):4636-50. doi: 10.1093/nar/gkw085. Epub 2016 Feb 15.","Gunnell A","Nucleic Acids Res","2016","2016/02/18","PMC4889917","","10.1093/nar/gkw085"
"25827949","Genome-wide association study identifies new susceptibility loci for cutaneous lupus erythematosus","Kunz M, König IR, Schillert A, Kruppa J, Ziegler A, Grallert H, Müller-Nurasyid M, Lieb W, Franke A, Ranki A, Panelius J, Koskenmies S, Hasan T, Kere J, Rönn AC, Simon JC, Schmidt E, Wenzel J, Tüting T, Landsberg J, Zeller T, Blankenberg S, Gläser R, Patsinakidis N, Kuhn A, Ibrahim SM.","Exp Dermatol. 2015 Jul;24(7):510-5. doi: 10.1111/exd.12708. Epub 2015 May 4.","Kunz M","Exp Dermatol","2015","2015/04/02","","","10.1111/exd.12708"
"28125504","Therapeutic Drug Monitoring of Everolimus: Comparability of Concentrations Determined by 2 Immunoassays and a Liquid Chromatography Tandem Mass Spectrometry Method","Shipkova M, Rapp S, Rigo-Bonnin R, Wieland E, Peter A.","Ther Drug Monit. 2017 Apr;39(2):102-108. doi: 10.1097/FTD.0000000000000376.","Shipkova M","Ther Drug Monit","2017","2017/01/27","","","10.1097/FTD.0000000000000376"
"29429571","NDUFB8 Mutations Cause Mitochondrial Complex I Deficiency in Individuals with Leigh-like Encephalomyopathy","Piekutowska-Abramczuk D, Assouline Z, Mataković L, Feichtinger RG, Koňařiková E, Jurkiewicz E, Stawiński P, Gusic M, Koller A, Pollak A, Gasperowicz P, Trubicka J, Ciara E, Iwanicka-Pronicka K, Rokicki D, Hanein S, Wortmann SB, Sperl W, Rötig A, Prokisch H, Pronicka E, Płoski R, Barcia G, Mayr JA.","Am J Hum Genet. 2018 Mar 1;102(3):460-467. doi: 10.1016/j.ajhg.2018.01.008. Epub 2018 Feb 8.","Piekutowska-Abramczuk D","Am J Hum Genet","2018","2018/02/13","PMC5985356","","10.1016/j.ajhg.2018.01.008"
"29577557","Myeloperoxidase, superoxide dismutase-3, cardiometabolic risk factors, and distal sensorimotor polyneuropathy: The KORA F4/FF4 study","Herder C, Kannenberg JM, Huth C, Carstensen-Kirberg M, Rathmann W, Koenig W, Strom A, Bönhof GJ, Heier M, Thorand B, Peters A, Roden M, Meisinger C, Ziegler D.","Diabetes Metab Res Rev. 2018 Jul;34(5):e3000. doi: 10.1002/dmrr.3000. Epub 2018 Apr 6.","Herder C","Diabetes Metab Res Rev","2018","2018/03/27","","","10.1002/dmrr.3000"
"28322781","Characterization of AKR1B16, a novel mouse aldo-keto reductase","Giménez-Dejoz J, Weber S, Barski OA, Möller G, Adamski J, Parés X, Porté S, Farrés J.","Chem Biol Interact. 2017 Oct 1;276:182-193. doi: 10.1016/j.cbi.2017.03.007. Epub 2017 Mar 18.","Giménez-Dejoz J","Chem Biol Interact","2017","2017/03/22","","","10.1016/j.cbi.2017.03.007"
"28864076","The Role of Fibroblast Growth Factor-Binding Protein 1 in Skin Carcinogenesis and Inflammation","Schmidt MO, Garman KA, Lee YG, Zuo C, Beck PJ, Tan M, Aguilar-Pimentel JA, Ollert M, Schmidt-Weber C, Fuchs H, Gailus-Durner V, Hrabe de Angelis M; German Mouse Clinic Consortium, Tassi E, Riegel AT, Wellstein A.","J Invest Dermatol. 2018 Jan;138(1):179-188. doi: 10.1016/j.jid.2017.07.847. Epub 2017 Aug 31.","Schmidt MO","J Invest Dermatol","2018","2017/09/03","PMC5742071","NIHMS922620","10.1016/j.jid.2017.07.847"
"30120921","The release of glycosylphosphatidylinositol-anchored proteins from the cell surface","Müller GA.","Arch Biochem Biophys. 2018 Oct 15;656:1-18. doi: 10.1016/j.abb.2018.08.009. Epub 2018 Aug 16.","Müller GA","Arch Biochem Biophys","2018","2018/08/19","","","10.1016/j.abb.2018.08.009"
"31520489","Population-wide copy number variation calling using variant call format files from 6,898 individuals","Png G, Suveges D, Park YC, Walter K, Kundu K, Ntalla I, Tsafantakis E, Karaleftheri M, Dedoussis G, Zeggini E, Gilly A.","Genet Epidemiol. 2020 Jan;44(1):79-89. doi: 10.1002/gepi.22260. Epub 2019 Sep 14.","Png G","Genet Epidemiol","2020","2019/09/15","","","10.1002/gepi.22260"
"28555294","The longitudinal relationship of work stress with peak expiratory flow: a cohort study","Loerbroks A, Karrasch S, Lunau T.","Int Arch Occup Environ Health. 2017 Oct;90(7):695-701. doi: 10.1007/s00420-017-1232-0. Epub 2017 May 29.","Loerbroks A","Int Arch Occup Environ Health","2017","2017/05/31","","","10.1007/s00420-017-1232-0"
"28174259","Proinflammatory Cytokines Predict the Incidence and Progression of Distal Sensorimotor Polyneuropathy: KORA F4/FF4 Study","Herder C, Kannenberg JM, Huth C, Carstensen-Kirberg M, Rathmann W, Koenig W, Heier M, Püttgen S, Thorand B, Peters A, Roden M, Meisinger C, Ziegler D.","Diabetes Care. 2017 Apr;40(4):569-576. doi: 10.2337/dc16-2259. Epub 2017 Feb 7.","Herder C","Diabetes Care","2017","2017/02/09","","","10.2337/dc16-2259"
"27688995","α-Melanocyte stimulating hormone promotes muscle glucose uptake via melanocortin 5 receptors","Enriori PJ, Chen W, Garcia-Rudaz MC, Grayson BE, Evans AE, Comstock SM, Gebhardt U, Müller HL, Reinehr T, Henry BA, Brown RD, Bruce CR, Simonds SE, Litwak SA, McGee SL, Luquet S, Martinez S, Jastroch M, Tschöp MH, Watt MJ, Clarke IJ, Roth CL, Grove KL, Cowley MA.","Mol Metab. 2016 Aug 5;5(10):807-822. doi: 10.1016/j.molmet.2016.07.009. eCollection 2016 Oct.","Enriori PJ","Mol Metab","2016","2016/10/01","PMC5034615","","10.1016/j.molmet.2016.07.009"
"25956172","Practical problems with clinical guidelines for breast cancer prevention based on remaining lifetime risk","Quante AS, Whittemore AS, Shriver T, Hopper JL, Strauch K, Terry MB.","J Natl Cancer Inst. 2015 May 8;107(7):djv124. doi: 10.1093/jnci/djv124. Print 2015 Jul.","Quante AS","J Natl Cancer Inst","2015","2015/05/10","PMC4554256","","10.1093/jnci/djv124"
"27122605","HIPK family kinases bind and regulate the function of the CCR4-NOT complex","Rodriguez-Gil A, Ritter O, Hornung J, Stekman H, Krüger M, Braun T, Kremmer E, Kracht M, Schmitz ML.","Mol Biol Cell. 2016 Jun 15;27(12):1969-80. doi: 10.1091/mbc.E15-09-0629. Epub 2016 Apr 27.","Rodriguez-Gil A","Mol Biol Cell","2016","2016/04/29","PMC4907730","","10.1091/mbc.E15-09-0629"
"31554538","Projection of Temperature-Related Myocardial Infarction in Augsburg, Germany: Moving on From the Paris Agreement on Climate Change","Chen K, Breitner S, Wolf K, Rai M, Meisinger C, Heier M, Kuch B, Peters A, Schneider A.","Dtsch Arztebl Int. 2019 Aug 5;116(31-32):521-527. doi: 10.3238/arztebl.2019.0521.","Chen K","Dtsch Arztebl Int","2019","2019/09/27","PMC6783625","","10.3238/arztebl.2019.0521"
"30409729","Dose-guided patient positioning in proton radiotherapy using multicriteria-optimization","Kurz C, Süss P, Arnsmeyer C, Haehnle J, Teichert K, Landry G, Hofmaier J, Exner F, Hille L, Kamp F, Thieke C, Ganswindt U, Valentini C, Hölscher T, Troost E, Krause M, Belka C, Küfer KH, Parodi K, Richter C.","Z Med Phys. 2019 Aug;29(3):216-228. doi: 10.1016/j.zemedi.2018.10.003. Epub 2018 Nov 5.","Kurz C","Z Med Phys","2019","2018/11/10","","","10.1016/j.zemedi.2018.10.003"
"30763734","The Role of Early Life Food Sensitization in Adolescent Lung Function: Results from 2 Birth Cohort Studies","Alduraywish S, Luzak A, Lodge C, Aldakheel F, Erbas B, Allen K, Matheson M, Gurrin L, Heinrich J, Lehmann I, von Berg A, Standl M, Abramson M, Schulz H, Lowe A, Dharmage SC.","J Allergy Clin Immunol Pract. 2019 Jul-Aug;7(6):1825-1834.e12. doi: 10.1016/j.jaip.2019.01.050. Epub 2019 Feb 11.","Alduraywish S","J Allergy Clin Immunol Pract","2019","2019/02/15","","","10.1016/j.jaip.2019.01.050"
"27038812","Loss of p27 expression is associated with MEN1 gene mutations in sporadic parathyroid adenomas","Borsari S, Pardi E, Pellegata NS, Lee M, Saponaro F, Torregrossa L, Basolo F, Paltrinieri E, Zatelli MC, Materazzi G, Miccoli P, Marcocci C, Cetani F.","Endocrine. 2017 Feb;55(2):386-397. doi: 10.1007/s12020-016-0941-6. Epub 2016 Apr 2.","Borsari S","Endocrine","2017","2016/04/04","","","10.1007/s12020-016-0941-6"
"27615452","Decrease in newly generated oligodendrocytes leads to motor dysfunctions and changed myelin structures that can be rescued by transplanted cells","Schneider S, Gruart A, Grade S, Zhang Y, Kröger S, Kirchhoff F, Eichele G, Delgado García JM, Dimou L.","Glia. 2016 Dec;64(12):2201-2218. doi: 10.1002/glia.23055. Epub 2016 Sep 12.","Schneider S","Glia","2016","2016/09/13","","","10.1002/glia.23055"
"31019503","The Role of Pre-existing Cross-Reactive Central Memory CD4 T-Cells in Vaccination With Previously Unseen Influenza Strains","Nienen M, Stervbo U, Mölder F, Kaliszczyk S, Kuchenbecker L, Gayova L, Schweiger B, Jürchott K, Hecht J, Neumann AU, Rahmann S, Westhoff T, Reinke P, Thiel A, Babel N.","Front Immunol. 2019 Apr 4;10:593. doi: 10.3389/fimmu.2019.00593. eCollection 2019.","Nienen M","Front Immunol","2019","2019/04/26","PMC6458262","","10.3389/fimmu.2019.00593"
"26838064","EURADOS INTERCOMPARISONS ON WHOLE-BODY DOSEMETERS FOR PHOTONS FROM 2008 TO 2014","Figel M, Stadtmann H, Grimbergen TW, McWhan A, Romero AM.","Radiat Prot Dosimetry. 2016 Sep;170(1-4):113-6. doi: 10.1093/rpd/ncv550. Epub 2016 Feb 1.","Figel M","Radiat Prot Dosimetry","2016","2016/02/04","","","10.1093/rpd/ncv550"
