Authors,Title,Link,Affiliations,Authors with affiliations
"de Lemos Zingano B., Guarnieri R., Diaz A.P., Schwarzbold M.L., Bicalho M.A.H., Claudino L.S., Markowitsch H.J., Wolf P., Lin K., Walz R.","Validation of diagnostic tests for depressive disorder in drug-resistant mesial temporal lobe epilepsy","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84932626060&doi=10.1016%2fj.yebeh.2015.06.004&partnerID=40&md5=1c94353045c78c17e116a2732665a127","Centro de Epilepsia de Santa Catarina (CEPESC), Hospital Governador Celso Ramos (HGCR), Florianópolis, SC, Brazil; Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil; Serviço de Psiquiatria, HU-UFSC, Florianópolis, SC, Brazil; Serviço de Neurologia, HU-UFSC, Florianópolis, SC, Brazil; Departamento de Cirurgia, HU-UFSC, Florianópolis, SC, Brazil; Departamento de Clínica Médica, HU-UFSC, Florianópolis, SC, Brazil; Physiological Psychology, University of Bielefeld, Bielefeld, Germany; Danish Epilepsy Center Filadelfia, Dianalund, Denmark","de Lemos Zingano, B., Centro de Epilepsia de Santa Catarina (CEPESC), Hospital Governador Celso Ramos (HGCR), Florianópolis, SC, Brazil, Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil; Guarnieri, R., Centro de Epilepsia de Santa Catarina (CEPESC), Hospital Governador Celso Ramos (HGCR), Florianópolis, SC, Brazil, Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil, Serviço de Psiquiatria, HU-UFSC, Florianópolis, SC, Brazil; Diaz, A.P., Centro de Epilepsia de Santa Catarina (CEPESC), Hospital Governador Celso Ramos (HGCR), Florianópolis, SC, Brazil, Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil; Schwarzbold, M.L., Centro de Epilepsia de Santa Catarina (CEPESC), Hospital Governador Celso Ramos (HGCR), Florianópolis, SC, Brazil, Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil; Bicalho, M.A.H., Centro de Epilepsia de Santa Catarina (CEPESC), Hospital Governador Celso Ramos (HGCR), Florianópolis, SC, Brazil; Claudino, L.S., Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil, Serviço de Neurologia, HU-UFSC, Florianópolis, SC, Brazil; Markowitsch, H.J., Physiological Psychology, University of Bielefeld, Bielefeld, Germany; Wolf, P., Serviço de Neurologia, HU-UFSC, Florianópolis, SC, Brazil, Danish Epilepsy Center Filadelfia, Dianalund, Denmark; Lin, K., Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil, Serviço de Neurologia, HU-UFSC, Florianópolis, SC, Brazil, Departamento de Clínica Médica, HU-UFSC, Florianópolis, SC, Brazil; Walz, R., Centro de Neurociências Aplicadas (CeNAp), Hospital Universitário (HU), Universidade Federal de Santa Catarina (UFSC), Florianópolis, SC, Brazil, Departamento de Cirurgia, HU-UFSC, Florianópolis, SC, Brazil, Departamento de Clínica Médica, HU-UFSC, Florianópolis, SC, Brazil"
"Balzarek S., Kroger K., Haubrock J.","Designing a fuel cell model in application of a CHP-system","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84951325488&doi=10.1109%2fPTC.2015.7232643&partnerID=40&md5=032f4d8e4ab7ff683d3470f634560222","Research Group ITES, Bielefeld University of Applied Sciences, Bielefeld, Germany","Balzarek, S., Research Group ITES, Bielefeld University of Applied Sciences, Bielefeld, Germany; Kroger, K., Research Group ITES, Bielefeld University of Applied Sciences, Bielefeld, Germany; Haubrock, J., Research Group ITES, Bielefeld University of Applied Sciences, Bielefeld, Germany"
"Von Kutzleben M., Panke-Kochinke B.","Stable self-concepts and flexible coping strategies of people with dementia attending dementia self-help groups in germany: Results from the qualitative longitudinal sein study","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957365808&doi=10.4018%2f978-1-4666-8478-2.ch007&partnerID=40&md5=428bcfdd12b81718e4a3c04495588332","German Center for Neurodegenerative Diseases, Germany; German Center for Neurodegenerative Diseases (DZNE), Care Structures research group, Germany; University of Bielefeld, Faculty of Health Sciences, Germany; German Center for Neurodegenerative Diseases (DZNE), Health Care Research group, Germany","Von Kutzleben, M., German Center for Neurodegenerative Diseases, Germany, German Center for Neurodegenerative Diseases (DZNE), Care Structures research group, Germany, University of Bielefeld, Faculty of Health Sciences, Germany; Panke-Kochinke, B., German Center for Neurodegenerative Diseases (DZNE), Health Care Research group, Germany"
"Gerhardus A., Razum O., Zeeb H.","Reforming public and global health research in Germany","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941554011&doi=10.1016%2fS0140-6736%2815%2900008-2&partnerID=40&md5=fec0a459c60ab93bfa2f4449c9d50b79","Institute for Public Health and Nursing Research, University of Bremen, Bremen, 28359, Germany; Health Sciences Bremen, University of Bremen, Bremen, 28359, Germany; School of Public Health, Bielefeld University, Bielefeld, Germany; Department of Prevention and Evaluation, Leibniz Institute for Prevention Research and Epidemiology, BIPS, Bremen, Germany","Gerhardus, A., Institute for Public Health and Nursing Research, University of Bremen, Bremen, 28359, Germany, Health Sciences Bremen, University of Bremen, Bremen, 28359, Germany; Razum, O., School of Public Health, Bielefeld University, Bielefeld, Germany; Zeeb, H., Health Sciences Bremen, University of Bremen, Bremen, 28359, Germany, Department of Prevention and Evaluation, Leibniz Institute for Prevention Research and Epidemiology, BIPS, Bremen, Germany"
"Fauser M.","Migration, transnationalization and urban transformations","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957945982&doi=10.4337%2f9781782549901&partnerID=40&md5=87b34d74f9293d2fc9245d6b431ab3e5","Universität Bielefeld, Germany","Fauser, M., Universität Bielefeld, Germany"
"Witulski T.","On the question concerning the episcopacy of Papias of Hierapolis [Zur Frage nach dem Bischofsamt des Papias von Hierapolis]","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961958103&doi=10.1017%2fS0028688515000235&partnerID=40&md5=bf35d51d3a652616ef2472eea2c6e2b1","Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany","Witulski, T., Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany"
"Waerder B., Steinhauer S., Reuter C.G., Bader J., Neumann B., Stammler H.-G., Vishnevskiy Y.V., Hoge B., Mitzel N.W.","Correction: Pentafluoroethyl-substituted α-silanes: Model compounds for new insights","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939165540&doi=10.1039%2fc5dt90132d&partnerID=40&md5=15f6efcf99fc6156dac59e1d25e7cd2c","Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany","Waerder, B., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Steinhauer, S., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Reuter, C.G., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Bader, J., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Neumann, B., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Stammler, H.-G., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Vishnevskiy, Y.V., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Hoge, B., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Mitzel, N.W., Centre for Molecular Materials CM2, Fakultät für Chemie, Universität Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany"
"Tobollik M., Razum O., Wintermeyer D., Plass D.","Burden of outdoor air pollution in Kerala, India—a first health risk assessment at state level","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940505574&doi=10.3390%2fijerph120910602&partnerID=40&md5=4aaa938e864d04f33461d5227127d87b","Department of Environment and Health, School of Public Health, Bielefeld University, Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Federal Environment Agency, Section Exposure Assessment and Environmental Health Indicators, Corrensplatz 1, Berlin, 14195, Germany; Department of Epidemiology and International Public Health, School of Public Health, Bielefeld University, Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany","Tobollik, M., Department of Environment and Health, School of Public Health, Bielefeld University, Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany, Federal Environment Agency, Section Exposure Assessment and Environmental Health Indicators, Corrensplatz 1, Berlin, 14195, Germany; Razum, O., Department of Epidemiology and International Public Health, School of Public Health, Bielefeld University, Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Wintermeyer, D., Federal Environment Agency, Section Exposure Assessment and Environmental Health Indicators, Corrensplatz 1, Berlin, 14195, Germany; Plass, D., Federal Environment Agency, Section Exposure Assessment and Environmental Health Indicators, Corrensplatz 1, Berlin, 14195, Germany"
"Wellert S., Richter M., Hellweg T., Von Klitzing R., Hertle Y.","Responsive microgels at surfaces and interfaces","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939204257&doi=10.1515%2fzpch-2014-0568&partnerID=40&md5=453ac765cbe93ee5ac817eb7f93b40a5","Angewandte Physikalische Chemie, Technische Universität Berlin, Straße des 17. Juni 124, Berlin, 10623, Germany; Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany","Wellert, S., Angewandte Physikalische Chemie, Technische Universität Berlin, Straße des 17. Juni 124, Berlin, 10623, Germany; Richter, M., Angewandte Physikalische Chemie, Technische Universität Berlin, Straße des 17. Juni 124, Berlin, 10623, Germany; Hellweg, T., Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany; Von Klitzing, R., Angewandte Physikalische Chemie, Technische Universität Berlin, Straße des 17. Juni 124, Berlin, 10623, Germany; Hertle, Y., Physikalische und Biophysikalische Chemie, Universität Bielefeld, Universitätsstr. 25, Bielefeld, 33615, Germany"
"Costakis G., Manoussos A., Parissis I.","Erratum to: Recurrent Linear Operators(Complex Anal. Oper. Theory, (2014), 8, (1601-1643), DOI:10.1007/s11785-013-0348-9)","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940453247&doi=10.1007%2fs11785-015-0443-1&partnerID=40&md5=1345d788688a6b7a983e47e0b469ce01","Department of Mathematics, University of Crete, Knossos Avenue, Heraklion, Crete  714 09, Greece; Fakultät für Mathematik, SFB 701, Universität Bielefeld, Postfach 100131, Bielefeld, 33501, Germany; Department of Mathematics, Aalto University, P. O. Box 11100, Aalto, 00076, Finland","Costakis, G., Department of Mathematics, University of Crete, Knossos Avenue, Heraklion, Crete  714 09, Greece; Manoussos, A., Fakultät für Mathematik, SFB 701, Universität Bielefeld, Postfach 100131, Bielefeld, 33501, Germany; Parissis, I., Department of Mathematics, Aalto University, P. O. Box 11100, Aalto, 00076, Finland"
"Ghadwal R.S., Schürmann C.J., Andrada D.M., Frenking G.","Mono- and di-cationic hydrido boron compounds","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938898698&doi=10.1039%2fc5dt02237a&partnerID=40&md5=8d109eee71fdb8087fb3d540eb1833a6","Institut für Anorganische Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany; Institut für Anorganische Chemie der Georg-August, Universität Göttingen, Tammannstrasse 4, Göttingen, 37077, Germany; Fachbereich Chemie, Philipps-Universität Marburg Hans, Meerwein-Straße, Marburg, 35032, Germany","Ghadwal, R.S., Institut für Anorganische Chemie, Universität Bielefeld, Universitätsstrasse 25, Bielefeld, 33615, Germany, Institut für Anorganische Chemie der Georg-August, Universität Göttingen, Tammannstrasse 4, Göttingen, 37077, Germany; Schürmann, C.J., Institut für Anorganische Chemie der Georg-August, Universität Göttingen, Tammannstrasse 4, Göttingen, 37077, Germany; Andrada, D.M., Fachbereich Chemie, Philipps-Universität Marburg Hans, Meerwein-Straße, Marburg, 35032, Germany; Frenking, G., Fachbereich Chemie, Philipps-Universität Marburg Hans, Meerwein-Straße, Marburg, 35032, Germany"
"Hanebaum O., Schnack J.","Thermodynamic observables of Mn12 -acetate calculated for the full spin Hamiltonian","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941100789&doi=10.1103%2fPhysRevB.92.064424&partnerID=40&md5=93f61c44aea14873fde0917c58811ee3","Fakultät für Physik, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany","Hanebaum, O., Fakultät für Physik, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany; Schnack, J., Fakultät für Physik, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany"
"Grund A., Grunschel C., Bruhn D., Fries S.","Torn between want and should: An experience-sampling study on motivational conflict, well-being, self-control, and mindfulness","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938954112&doi=10.1007%2fs11031-015-9476-z&partnerID=40&md5=9c4086d595929b504c3a6f7920b9a22b","Department of Educational Psychology, Bielefeld University, P.O. Box 10 01 31, Bielefeld, 33501, Germany","Grund, A., Department of Educational Psychology, Bielefeld University, P.O. Box 10 01 31, Bielefeld, 33501, Germany; Grunschel, C., Department of Educational Psychology, Bielefeld University, P.O. Box 10 01 31, Bielefeld, 33501, Germany; Bruhn, D., Department of Educational Psychology, Bielefeld University, P.O. Box 10 01 31, Bielefeld, 33501, Germany; Fries, S., Department of Educational Psychology, Bielefeld University, P.O. Box 10 01 31, Bielefeld, 33501, Germany"
"Elsner L., Hadeler K.P.","Maximizing the spectral radius of a matrix product","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915755732&doi=10.1016%2fj.laa.2014.10.046&partnerID=40&md5=edcf7d23fb463df257e06c5f719d4df3","Fakultät für Mathematik, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany; Mathematik, Universität Tübingen, Auf der Morgenstelle 10, Tübingen, D-72076, Germany","Elsner, L., Fakultät für Mathematik, Universität Bielefeld, Postfach 100131, Bielefeld, D-33501, Germany; Hadeler, K.P., Mathematik, Universität Tübingen, Auf der Morgenstelle 10, Tübingen, D-72076, Germany"
"Strübbe S., Stürzl W., Egelhaaf M.","Insect-inspired self-motion estimation with dense flow fields-an adaptive matched filter approach","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84943339995&doi=10.1371%2fjournal.pone.0128413&partnerID=40&md5=e1fac2afdf926042b11a43fdb8202814","Department of Neurobiology and CITEC, Bielefeld University, Bielefeld, Germany; Institute of Robotics and Mechatronics, German Aerospace Center (DLR), Wessling, Germany","Strübbe, S., Department of Neurobiology and CITEC, Bielefeld University, Bielefeld, Germany; Stürzl, W., Institute of Robotics and Mechatronics, German Aerospace Center (DLR), Wessling, Germany; Egelhaaf, M., Department of Neurobiology and CITEC, Bielefeld University, Bielefeld, Germany"
"Casapietra E., Weisswange T.H., Goerick C., Kummert F., Fritsch J.","Building a probabilistic grid-based road representation from direct and indirect visual cues","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950974148&doi=10.1109%2fIVS.2015.7225698&partnerID=40&md5=3b240c5283033af1d7fa493157f9be66","Bielefeld University, Germany; Honda Research Institute Europe GmbH, Germany","Casapietra, E., Bielefeld University, Germany; Weisswange, T.H., Honda Research Institute Europe GmbH, Germany; Goerick, C., Honda Research Institute Europe GmbH, Germany; Kummert, F., Bielefeld University, Germany; Fritsch, J., Honda Research Institute Europe GmbH, Germany"
"Kuschel T., Klewe C., Schmalhorst J.-M., Bertram F., Kuschel O., Schemme T., Wollschläger J., Francoual S., Strempfer J., Gupta A., Meinert M., Götz G., Meier D., Reiss G.","Static Magnetic Proximity Effect in Pt/NiFe2O4 and Pt/Fe Bilayers Investigated by X-Ray Resonant Magnetic Reflectivity","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940759292&doi=10.1103%2fPhysRevLett.115.097401&partnerID=40&md5=d4926cb8265b712dc5c0e96542cc7438","Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Deutsches Elektronen-Synchrotron DESY, Notkestraße 85, Hamburg, 22607, Germany; Fachbereich Physik, Universität Osnabrück, Barbarastraße 7, Osnabrück, 49069, Germany; Center for Materials for Information Technology, University of Alabama, Tuscaloosa, AL  35487, United States","Kuschel, T., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Klewe, C., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Schmalhorst, J.-M., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Bertram, F., Deutsches Elektronen-Synchrotron DESY, Notkestraße 85, Hamburg, 22607, Germany; Kuschel, O., Fachbereich Physik, Universität Osnabrück, Barbarastraße 7, Osnabrück, 49069, Germany; Schemme, T., Fachbereich Physik, Universität Osnabrück, Barbarastraße 7, Osnabrück, 49069, Germany; Wollschläger, J., Fachbereich Physik, Universität Osnabrück, Barbarastraße 7, Osnabrück, 49069, Germany; Francoual, S., Deutsches Elektronen-Synchrotron DESY, Notkestraße 85, Hamburg, 22607, Germany; Strempfer, J., Deutsches Elektronen-Synchrotron DESY, Notkestraße 85, Hamburg, 22607, Germany; Gupta, A., Center for Materials for Information Technology, University of Alabama, Tuscaloosa, AL  35487, United States; Meinert, M., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Götz, G., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Meier, D., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany; Reiss, G., Center for Spinelectronic Materials and Devices, Department of Physics, Bielefeld University, Universitätsstraße 25, Bielefeld, 33615, Germany"
"Wetzel D.J., Malone M.A., Haasch R.T., Meng Y., Vieker H., Hahn N.T., Gölzhäuser A., Zuo J.-M., Zavadil K.R., Gewirth A.A., Nuzzo R.G.","Passivation Dynamics in the Anisotropic Deposition and Stripping of Bulk Magnesium Electrodes during Electrochemical Cycling","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940542859&doi=10.1021%2facsami.5b04487&partnerID=40&md5=f2dde500617f8f01cfd504fc13f18c8b","Department of Chemistry, University of Illinois, Urbana, IL  61801, United States; Frederick Seitz Materials Research Laboratory, University of Illinois, Urbana, IL  61801, United States; Department of Materials Science and Engineering, University of Illinois, Urbana, IL  61801, United States; Fakultät für Physik, Universität Bielefeld, Universitätsstr.25, Bielefeld, D-33615, Germany; Sandia National Laboratories, Albuquerque, NM  87185, United States","Wetzel, D.J., Department of Chemistry, University of Illinois, Urbana, IL  61801, United States; Malone, M.A., Department of Chemistry, University of Illinois, Urbana, IL  61801, United States; Haasch, R.T., Frederick Seitz Materials Research Laboratory, University of Illinois, Urbana, IL  61801, United States; Meng, Y., Frederick Seitz Materials Research Laboratory, University of Illinois, Urbana, IL  61801, United States, Department of Materials Science and Engineering, University of Illinois, Urbana, IL  61801, United States; Vieker, H., Fakultät für Physik, Universität Bielefeld, Universitätsstr.25, Bielefeld, D-33615, Germany; Hahn, N.T., Sandia National Laboratories, Albuquerque, NM  87185, United States; Gölzhäuser, A., Fakultät für Physik, Universität Bielefeld, Universitätsstr.25, Bielefeld, D-33615, Germany; Zuo, J.-M., Frederick Seitz Materials Research Laboratory, University of Illinois, Urbana, IL  61801, United States, Department of Materials Science and Engineering, University of Illinois, Urbana, IL  61801, United States; Zavadil, K.R., Sandia National Laboratories, Albuquerque, NM  87185, United States; Gewirth, A.A., Department of Chemistry, University of Illinois, Urbana, IL  61801, United States; Nuzzo, R.G., Department of Chemistry, University of Illinois, Urbana, IL  61801, United States"
"Jeglinski J.W.E., Wolf J.B.W., Werner C., Costa D.P., Trillmich F.","Differences in foraging ecology align with genetically divergent ecotypes of a highly mobile marine top predator","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946490468&doi=10.1007%2fs00442-015-3424-1&partnerID=40&md5=9235a050300c255af266a4a2075b2be3","Institute of Biodiversity, Animal Health and Comparative Medicine, University of Glasgow, Glasgow, United Kingdom; Department of Evolutionary Biology, University of Uppsala, Uppsala, Sweden; Department of Agroecosystem Research, BAYCEER, University of Bayreuth, Bayreuth, Germany; Department of Ecosystem Physiology, University Freiburg, Freiburg im Breisgau, Germany; Department of Ecology and Evolutionary Biology, University of California, Santa Cruz, CA, United States; Animal Behaviour, University of Bielefeld, Bielefeld, Germany","Jeglinski, J.W.E., Institute of Biodiversity, Animal Health and Comparative Medicine, University of Glasgow, Glasgow, United Kingdom, Animal Behaviour, University of Bielefeld, Bielefeld, Germany; Wolf, J.B.W., Department of Evolutionary Biology, University of Uppsala, Uppsala, Sweden; Werner, C., Department of Agroecosystem Research, BAYCEER, University of Bayreuth, Bayreuth, Germany, Department of Ecosystem Physiology, University Freiburg, Freiburg im Breisgau, Germany; Costa, D.P., Department of Ecology and Evolutionary Biology, University of California, Santa Cruz, CA, United States; Trillmich, F., Animal Behaviour, University of Bielefeld, Bielefeld, Germany"
"Pfeiffer T., Memili C.","GPU-accelerated attention map generation for dynamic 3D scenes","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940028007&doi=10.1109%2fVR.2015.7223393&partnerID=40&md5=fe2a20adc2c8ed7df4fe2ead79709e6c","CITEC, Faculty of Technology, Bielefeld University, Germany; Faculty of Technology, Bielefeld University, Germany","Pfeiffer, T., CITEC, Faculty of Technology, Bielefeld University, Germany; Memili, C., Faculty of Technology, Bielefeld University, Germany"
"Sriskandarajah V., Neuner F., Catani C.","Parental care protects traumatized Sri Lankan children from internalizing behavior problems","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84939792089&doi=10.1186%2fs12888-015-0583-x&partnerID=40&md5=8a0be13795c3894a5f2b6c9b36affcf6","Bielefeld University, Department of Psychology, PO Box 100131, Bielefeld, D-33501, Germany","Sriskandarajah, V., Bielefeld University, Department of Psychology, PO Box 100131, Bielefeld, D-33501, Germany; Neuner, F., Bielefeld University, Department of Psychology, PO Box 100131, Bielefeld, D-33501, Germany; Catani, C., Bielefeld University, Department of Psychology, PO Box 100131, Bielefeld, D-33501, Germany"
"Nasrullah M., Zakar R., Zakar M.Z., Abbas S., Safdar R.","Circumstances leading to intimate partner violence against women married as children: A qualitative study in Urban Slums of Lahore, Pakistan","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940201798&doi=10.1186%2fs12914-015-0060-0&partnerID=40&md5=c5c2c3447444c9ac9deb5731d7099b6b","Department of Public Health Medicine, School of Public Health, Bielefeld University, Bielefeld, Germany; Institute of Social and Cultural Studies, University of the Punjab, Lahore, Pakistan","Nasrullah, M., Department of Public Health Medicine, School of Public Health, Bielefeld University, Bielefeld, Germany; Zakar, R., Institute of Social and Cultural Studies, University of the Punjab, Lahore, Pakistan; Zakar, M.Z., Institute of Social and Cultural Studies, University of the Punjab, Lahore, Pakistan; Abbas, S., Institute of Social and Cultural Studies, University of the Punjab, Lahore, Pakistan; Safdar, R., Institute of Social and Cultural Studies, University of the Punjab, Lahore, Pakistan"
"Ehrmann A., Blachowicz T.","Influence of shape and dimension on magnetic anisotropies and magnetization reversal of Py, Fe, and Co nano-objects with four-fold symmetry","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941092698&doi=10.1063%2f1.4930532&partnerID=40&md5=7191309527c5d9215ee11f629b7e0109","Faculty of Engineering Sciences and Mathematics, Bielefeld University of Applied Sciences, Bielefeld, 33609, Germany; Institute of Physics - Center for Science and Education, Silesian University of Technology, Gliwice, 44-100, Poland","Ehrmann, A., Faculty of Engineering Sciences and Mathematics, Bielefeld University of Applied Sciences, Bielefeld, 33609, Germany; Blachowicz, T., Institute of Physics - Center for Science and Education, Silesian University of Technology, Gliwice, 44-100, Poland"
"Kölbl R., Heilmann B., Bauer D., Lenz G., Litzenberger M., Cagran B., Mascia M., Hu S.","An assessment of VMS-rerouting and traffic signal planning with emission objectives in an urban network - A case study for the city of Graz","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950978604&doi=10.1109%2fMTITS.2015.7223253&partnerID=40&md5=cf7a26fbec2a1dff0f905514a47f7f57","Department Mobility, AIT (Austrian Institute of Technology), Vienna, Austria; Econometrics, University Bielefeld, Bielefeld, Germany; Department Safety and Security, AIT (Austrian Institute of Technology), Vienna, Austria; Straßenamt, Stadt Graz, Graz, Austria; Centre for Transport Studies, Imperial College London, London, United Kingdom","Kölbl, R., Department Mobility, AIT (Austrian Institute of Technology), Vienna, Austria; Heilmann, B., Department Mobility, AIT (Austrian Institute of Technology), Vienna, Austria; Bauer, D., Econometrics, University Bielefeld, Bielefeld, Germany; Lenz, G., Department Mobility, AIT (Austrian Institute of Technology), Vienna, Austria; Litzenberger, M., Department Safety and Security, AIT (Austrian Institute of Technology), Vienna, Austria; Cagran, B., Straßenamt, Stadt Graz, Graz, Austria; Mascia, M., Centre for Transport Studies, Imperial College London, London, United Kingdom; Hu, S., Centre for Transport Studies, Imperial College London, London, United Kingdom"
"Hennig S., Van De Linde S., Bergmann S., Huser T., Sauer M.","Quantitative Super-Resolution Microscopy of Nanopipette-Deposited Fluorescent Patterns","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940118398&doi=10.1021%2facsnano.5b02220&partnerID=40&md5=204a5d8c18c633e68109cc22fe401719","Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Department of Biotechnology and Biophysics, Biozentrum, Julius Maximilians University Würzburg, Am Hubland, Würzburg, 97075, Germany; Department of Internal Medicine, NSF Center for Biophotonics, University of California, Davis, 2700 Stockton Boulevard, Suite 1400, Sacramento, CA  95817, United States","Hennig, S., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Van De Linde, S., Department of Biotechnology and Biophysics, Biozentrum, Julius Maximilians University Würzburg, Am Hubland, Würzburg, 97075, Germany; Bergmann, S., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany; Huser, T., Biomolecular Photonics, Department of Physics, University of Bielefeld, Universitätsstraße 25, Bielefeld, 33615, Germany, Department of Internal Medicine, NSF Center for Biophotonics, University of California, Davis, 2700 Stockton Boulevard, Suite 1400, Sacramento, CA  95817, United States; Sauer, M., Department of Biotechnology and Biophysics, Biozentrum, Julius Maximilians University Würzburg, Am Hubland, Würzburg, 97075, Germany"
